Order ID,Country,City,State,Postal Code,Region
CA-2016-105018,United States,Fairfield,Connecticut,6824,East
CA-2014-123260,United States,Los Angeles,California,90032,West
CA-2016-157000,United States,Grand Prairie,Texas,75051,Central
CA-2015-102281,United States,New York City,New York,10035,East
CA-2015-131457,United States,Redlands,California,92374,West
CA-2014-140004,United States,Hamilton,Ohio,45011,East
CA-2017-107720,United States,Westfield,New Jersey,7090,East
US-2017-124303,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-105074,United States,Akron,Ohio,44312,East
CA-2014-133690,United States,Denver,Colorado,80219,West
US-2017-116701,United States,Dallas,Texas,75220,Central
CA-2017-126382,United States,Franklin,Tennessee,37064,South
CA-2017-108329,United States,Whittier,California,90604,West
CA-2017-135860,United States,Saginaw,Michigan,48601,Central
CA-2015-101007,United States,Dallas,Texas,75220,Central
CA-2015-146262,United States,Medina,Ohio,44256,East
CA-2016-130162,United States,Los Angeles,California,90032,West
CA-2015-169397,United States,Dublin,Ohio,43017,East
CA-2015-163055,United States,Detroit,Michigan,48227,Central
US-2015-145436,United States,Columbia,Tennessee,38401,South
US-2014-156216,United States,Charlotte,North Carolina,28205,South
US-2017-100930,United States,Tampa,Florida,33614,South
CA-2017-160514,United States,Santa Clara,California,95051,West
CA-2016-157749,United States,Chicago,Illinois,60610,Central
CA-2014-131926,United States,Lakeville,Minnesota,55044,Central
CA-2016-154739,United States,San Francisco,California,94109,West
CA-2016-145625,United States,San Diego,California,92037,West
CA-2016-146941,United States,New York City,New York,10024,East
US-2015-159982,United States,Chicago,Illinois,60623,Central
CA-2017-163139,United States,New York City,New York,10009,East
US-2017-155299,United States,Pasadena,Texas,77506,Central
US-2014-106992,United States,Houston,Texas,77036,Central
CA-2016-125318,United States,Chicago,Illinois,60610,Central
CA-2015-155040,United States,Brentwood,California,94513,West
CA-2017-136826,United States,Chapel Hill,North Carolina,27514,South
CA-2016-111010,United States,Morristown,New Jersey,7960,East
US-2017-145366,United States,Cincinnati,Ohio,45231,East
CA-2017-163979,United States,San Francisco,California,94110,West
CA-2015-155334,United States,San Francisco,California,94109,West
CA-2017-118136,United States,Inglewood,California,90301,West
CA-2017-132976,United States,Philadelphia,Pennsylvania,19140,East
US-2015-161991,United States,Houston,Texas,77070,Central
CA-2015-130890,United States,Los Angeles,California,90004,West
CA-2015-130883,United States,Portland,Oregon,97206,West
CA-2016-112697,United States,Tamarac,Florida,33319,South
CA-2016-110772,United States,Columbus,Ohio,43229,East
CA-2014-111451,United States,Colorado Springs,Colorado,80906,West
CA-2016-142545,United States,Belleville,New Jersey,7109,East
US-2017-152380,United States,Chicago,Illinois,60623,Central
CA-2015-144253,United States,New York City,New York,10024,East
CA-2014-130960,United States,Taylor,Michigan,48180,Central
CA-2014-111003,United States,Lakewood,New Jersey,8701,East
CA-2017-126774,United States,Arlington,Virginia,22204,South
CA-2016-142902,United States,Arvada,Colorado,80004,West
CA-2014-120887,United States,Hackensack,New Jersey,7601,East
CA-2014-167850,United States,Saint Petersburg,Florida,33710,South
CA-2014-164259,United States,Philadelphia,Pennsylvania,19143,East
CA-2014-164973,United States,New York City,New York,10024,East
CA-2014-156601,United States,Long Beach,California,90805,West
CA-2016-162138,United States,Hesperia,California,92345,West
CA-2017-153339,United States,Murfreesboro,Tennessee,37130,South
US-2016-141544,United States,Philadelphia,Pennsylvania,19143,East
US-2016-150147,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-137946,United States,Los Angeles,California,90045,West
CA-2014-129924,United States,San Francisco,California,94122,West
CA-2015-128167,United States,Layton,Utah,84041,West
CA-2014-122336,United States,Philadelphia,Pennsylvania,19140,East
US-2015-120712,United States,Austin,Texas,78745,Central
CA-2017-169901,United States,San Francisco,California,94122,West
CA-2017-134306,United States,Lowell,Massachusetts,1852,East
CA-2016-129714,United States,New York City,New York,10009,East
CA-2016-138520,United States,New York City,New York,10035,East
CA-2016-130001,United States,Charlotte,North Carolina,28205,South
CA-2017-155698,United States,Columbus,Georgia,31907,South
CA-2017-144904,United States,New York City,New York,10009,East
CA-2014-123344,United States,San Francisco,California,94109,West
CA-2016-155516,United States,Manchester,Connecticut,6040,East
CA-2017-104745,United States,Harlingen,Texas,78550,Central
US-2014-119137,United States,Tucson,Arizona,85705,West
US-2016-134656,United States,Quincy,Illinois,62301,Central
US-2017-134481,United States,Franklin,Massachusetts,2038,East
CA-2015-130792,United States,Houston,Texas,77095,Central
CA-2016-134775,United States,San Francisco,California,94109,West
CA-2015-125395,United States,Taylor,Michigan,48180,Central
US-2015-168935,United States,Pembroke Pines,Florida,33024,South
CA-2015-122756,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-115973,United States,Cincinnati,Ohio,45231,East
CA-2017-101798,United States,New York City,New York,10009,East
US-2014-135972,United States,Des Moines,Washington,98198,West
US-2014-134971,United States,Peoria,Illinois,61604,Central
CA-2017-102946,United States,Las Vegas,Nevada,89115,West
CA-2017-165603,United States,Warwick,Rhode Island,2886,East
CA-2015-122259,United States,Jackson,Michigan,49201,Central
CA-2016-108987,United States,Houston,Texas,77036,Central
CA-2014-113166,United States,Miami,Florida,33180,South
CA-2014-155208,United States,Wilmington,North Carolina,28403,South
CA-2017-117933,United States,New York City,New York,10024,East
CA-2017-117457,United States,San Francisco,California,94110,West
CA-2017-142636,United States,Seattle,Washington,98105,West
CA-2017-122105,United States,Huntington Beach,California,92646,West
CA-2016-148796,United States,Los Angeles,California,90004,West
CA-2017-154816,United States,Richmond,Kentucky,40475,South
CA-2017-110478,United States,Los Angeles,California,90045,West
CA-2014-142048,United States,Louisville,Colorado,80027,West
CA-2017-125388,United States,Lawrence,Massachusetts,1841,East
CA-2017-155705,United States,Jackson,Mississippi,39212,South
CA-2017-149160,United States,Canton,Michigan,48187,Central
CA-2014-101476,United States,New Rochelle,New York,10801,East
CA-2017-152275,United States,San Antonio,Texas,78207,Central
US-2016-123750,United States,Gastonia,North Carolina,28052,South
CA-2016-127369,United States,Lowell,Massachusetts,1852,East
US-2014-150574,United States,Jacksonville,Florida,32216,South
CA-2016-147375,United States,Chicago,Illinois,60623,Central
CA-2017-130043,United States,Houston,Texas,77070,Central
CA-2017-157252,United States,New York City,New York,10024,East
CA-2016-115756,United States,Detroit,Michigan,48227,Central
CA-2017-154214,United States,Columbus,Indiana,47201,Central
CA-2016-166674,United States,Auburn,New York,13021,East
CA-2017-147277,United States,Akron,Ohio,44312,East
CA-2016-100153,United States,Norman,Oklahoma,73071,Central
US-2014-110674,United States,Concord,California,94521,West
US-2016-157945,United States,Decatur,Illinois,62521,Central
CA-2015-109638,United States,Seattle,Washington,98115,West
CA-2016-109869,United States,Phoenix,Arizona,85023,West
US-2015-101399,United States,Park Ridge,Illinois,60068,Central
CA-2017-154907,United States,Amarillo,Texas,79109,Central
US-2016-100419,United States,Chicago,Illinois,60610,Central
CA-2015-154144,United States,Lindenhurst,New York,11757,East
CA-2014-144666,United States,San Francisco,California,94110,West
CA-2016-103891,United States,Los Angeles,California,90008,West
CA-2016-152632,United States,Troy,New York,12180,East
CA-2016-100790,United States,New York City,New York,10024,East
CA-2014-134677,United States,San Diego,California,92024,West
CA-2014-127691,United States,New York City,New York,10024,East
CA-2017-140963,United States,Los Angeles,California,90045,West
CA-2014-154627,United States,Chicago,Illinois,60610,Central
CA-2014-133753,United States,Huntsville,Texas,77340,Central
CA-2014-113362,United States,Rochester,New York,14609,East
CA-2016-169166,United States,Seattle,Washington,98115,West
US-2016-120929,United States,Memphis,Tennessee,38109,South
CA-2015-134782,United States,Fayetteville,Arkansas,72701,South
CA-2016-126158,United States,Costa Mesa,California,92627,West
US-2016-105578,United States,Parker,Colorado,80134,West
CA-2017-134978,United States,New York City,New York,10024,East
CA-2015-145352,United States,Atlanta,Georgia,30318,South
CA-2017-135307,United States,Gladstone,Missouri,64118,Central
CA-2016-106341,United States,Newark,Ohio,43055,East
CA-2017-163405,United States,Los Angeles,California,90049,West
CA-2017-127432,United States,Great Falls,Montana,59405,West
CA-2015-157812,United States,Houston,Texas,77041,Central
CA-2017-145142,United States,Detroit,Michigan,48234,Central
US-2016-139486,United States,Los Angeles,California,90032,West
CA-2015-158792,United States,Lawrence,Massachusetts,1841,East
CA-2017-113558,United States,Lakeland,Florida,33801,South
US-2015-138303,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-102848,United States,Los Angeles,California,90036,West
US-2017-129441,United States,Los Angeles,California,90032,West
CA-2016-168753,United States,Montgomery,Alabama,36116,South
CA-2016-126613,United States,Mesa,Arizona,85204,West
US-2017-122637,United States,Chicago,Illinois,60653,Central
CA-2015-147851,United States,New York City,New York,10009,East
CA-2015-134894,United States,Henderson,Kentucky,42420,South
CA-2014-140795,United States,Green Bay,Wisconsin,54302,Central
CA-2016-136924,United States,Tucson,Arizona,85705,West
US-2015-120161,United States,Springfield,Ohio,45503,East
CA-2014-103849,United States,Fort Worth,Texas,76106,Central
CA-2017-162929,United States,New York City,New York,10035,East
CA-2015-113173,United States,Chicago,Illinois,60653,Central
CA-2016-136406,United States,San Francisco,California,94110,West
CA-2017-112774,United States,Jacksonville,Florida,32216,South
CA-2017-101945,United States,Houston,Texas,77070,Central
CA-2017-100650,United States,Anaheim,California,92804,West
CA-2014-155852,United States,Wilmington,North Carolina,28403,South
CA-2016-113243,United States,Los Angeles,California,90045,West
CA-2017-118731,United States,San Francisco,California,94110,West
CA-2014-145576,United States,Tampa,Florida,33614,South
CA-2015-130736,United States,Seattle,Washington,98105,West
CA-2017-137099,United States,Los Angeles,California,90008,West
CA-2017-156951,United States,Seattle,Washington,98105,West
CA-2017-164826,United States,New York City,New York,10024,East
CA-2016-127250,United States,Marysville,Washington,98270,West
CA-2015-149713,United States,Long Beach,California,90805,West
CA-2017-118640,United States,Chicago,Illinois,60610,Central
CA-2015-132906,United States,Los Angeles,California,90004,West
CA-2017-145233,United States,Denver,Colorado,80219,West
CA-2015-128139,United States,Richmond,Kentucky,40475,South
US-2016-156986,United States,Salem,Oregon,97301,West
CA-2014-135405,United States,Laredo,Texas,78041,Central
CA-2014-131450,United States,San Diego,California,92024,West
CA-2016-120180,United States,Philadelphia,Pennsylvania,19134,East
US-2016-100720,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-149958,United States,Tampa,Florida,33614,South
US-2014-105767,United States,Philadelphia,Pennsylvania,19134,East
CA-2016-161816,United States,Dallas,Texas,75217,Central
CA-2016-121223,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-138611,United States,Grove City,Ohio,43123,East
CA-2017-117947,United States,New York City,New York,10011,East
US-2014-111171,United States,Chicago,Illinois,60610,Central
CA-2015-138009,United States,Dearborn,Michigan,48126,Central
CA-2017-163020,United States,New York City,New York,10009,East
CA-2017-153787,United States,Seattle,Washington,98115,West
CA-2017-133431,United States,San Francisco,California,94122,West
US-2016-135720,United States,Aurora,Colorado,80013,West
CA-2017-144694,United States,Miami,Florida,33180,South
CA-2015-168004,United States,Warner Robins,Georgia,31088,South
US-2016-123470,United States,Aurora,Colorado,80013,West
CA-2016-115917,United States,Vallejo,California,94591,West
CA-2016-147067,United States,Minneapolis,Minnesota,55407,Central
CA-2017-167913,United States,Mission Viejo,California,92691,West
CA-2017-106103,United States,Rochester Hills,Michigan,48307,Central
US-2017-127719,United States,Plainfield,New Jersey,7060,East
CA-2017-126221,United States,Columbus,Indiana,47201,Central
CA-2016-103947,United States,Sierra Vista,Arizona,85635,West
CA-2016-160745,United States,Vancouver,Washington,98661,West
CA-2016-132661,United States,New York City,New York,10024,East
CA-2017-140844,United States,New York City,New York,10035,East
CA-2016-137239,United States,Columbus,Ohio,43229,East
US-2016-156097,United States,Aurora,Illinois,60505,Central
CA-2015-146563,United States,Arlington,Texas,76017,Central
CA-2016-123666,United States,New York City,New York,10011,East
CA-2016-143308,United States,Louisville,Kentucky,40214,South
CA-2017-132682,United States,Dallas,Texas,75081,Central
CA-2014-156314,United States,Cleveland,Ohio,44105,East
US-2017-106663,United States,Chicago,Illinois,60653,Central
CA-2017-111178,United States,Quincy,Illinois,62301,Central
CA-2017-130351,United States,Columbus,Indiana,47201,Central
US-2017-119438,United States,Tyler,Texas,75701,Central
CA-2016-164511,United States,New York City,New York,10024,East
US-2017-168116,United States,Burlington,North Carolina,27217,South
CA-2014-157784,United States,Jackson,Mississippi,39212,South
CA-2017-161480,United States,New York City,New York,10035,East
US-2014-117135,United States,Waynesboro,Virginia,22980,South
CA-2015-131534,United States,Los Angeles,California,90036,West
CA-2015-119291,United States,Chester,Pennsylvania,19013,East
CA-2017-114552,United States,Cleveland,Ohio,44105,East
CA-2016-163755,United States,Seattle,Washington,98103,West
CA-2015-142027,United States,Long Beach,California,90805,West
CA-2014-138527,United States,Cary,North Carolina,27511,South
CA-2014-112158,United States,New York City,New York,10035,East
CA-2014-113887,United States,New York City,New York,10035,East
CA-2017-146136,United States,Palm Coast,Florida,32137,South
US-2017-100048,United States,Mount Vernon,New York,10550,East
CA-2014-153150,United States,Seattle,Washington,98105,West
CA-2014-130092,United States,Dover,Delaware,19901,East
CA-2017-108910,United States,Newark,Ohio,43055,East
CA-2014-104472,United States,Orem,Utah,84057,West
CA-2016-112942,United States,Los Angeles,California,90045,West
CA-2016-142335,United States,Detroit,Michigan,48205,Central
CA-2014-117429,United States,Philadelphia,Pennsylvania,19140,East
CA-2016-114713,United States,Hialeah,Florida,33012,South
CA-2017-144113,United States,Austin,Texas,78745,Central
US-2016-150861,United States,Oceanside,New York,11572,East
CA-2017-131954,United States,Seattle,Washington,98115,West
CA-2014-132500,United States,San Francisco,California,94110,West
CA-2014-112326,United States,Naperville,Illinois,60540,Central
US-2016-146710,United States,Dallas,Texas,75220,Central
CA-2014-124429,United States,San Diego,California,92105,West
CA-2016-150889,United States,Evanston,Illinois,60201,Central
CA-2017-126074,United States,Trenton,Michigan,48183,Central
CA-2016-110499,United States,San Francisco,California,94110,West
CA-2015-135272,United States,Los Angeles,California,90036,West
CA-2016-140928,United States,Jacksonville,Florida,32216,South
CA-2014-106803,United States,Cottage Grove,Minnesota,55016,Central
CA-2017-117240,United States,New York City,New York,10009,East
CA-2017-133333,United States,Green Bay,Wisconsin,54302,Central
CA-2015-112319,United States,Los Angeles,California,90004,West
CA-2017-126046,United States,Atlanta,Georgia,30318,South
CA-2015-114923,United States,Columbus,Ohio,43229,East
CA-2014-162775,United States,Bossier City,Louisiana,71111,South
CA-2014-106810,United States,Saint Petersburg,Florida,33710,South
CA-2016-157245,United States,Arlington,Virginia,22204,South
CA-2017-104220,United States,Des Moines,Iowa,50315,Central
CA-2014-165974,United States,Cincinnati,Ohio,45231,East
CA-2015-144267,United States,San Francisco,California,94110,West
US-2015-157014,United States,Columbus,Ohio,43229,East
CA-2015-154921,United States,Columbia,South Carolina,29203,South
CA-2017-129567,United States,Lancaster,California,93534,West
CA-2015-154620,United States,Lancaster,California,93534,West
CA-2015-115938,United States,Richmond,Virginia,23223,South
CA-2016-105256,United States,Asheville,North Carolina,28806,South
CA-2014-156433,United States,San Francisco,California,94110,West
CA-2017-151428,United States,Rochester,Minnesota,55901,Central
CA-2015-124653,United States,Rochester,New York,14609,East
CA-2015-101910,United States,Lake Elsinore,California,92530,West
CA-2017-105809,United States,San Diego,California,92105,West
CA-2016-136133,United States,New York City,New York,10024,East
CA-2016-115504,United States,Monroe,Louisiana,71203,South
CA-2017-135783,United States,San Francisco,California,94122,West
CA-2014-134313,United States,Denver,Colorado,80219,West
CA-2015-140921,United States,Omaha,Nebraska,68104,Central
CA-2014-151995,United States,Edmonds,Washington,98026,West
CA-2017-143686,United States,Santa Ana,California,92704,West
CA-2015-106565,United States,Milwaukee,Wisconsin,53209,Central
CA-2016-149370,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-140858,United States,Philadelphia,Pennsylvania,19140,East
CA-2017-101434,United States,Belleville,New Jersey,7109,East
US-2014-102071,United States,San Francisco,California,94110,West
CA-2017-126956,United States,Lakeville,Minnesota,55044,Central
CA-2017-129462,United States,Florence,Kentucky,41042,South
CA-2016-165316,United States,Tampa,Florida,33614,South
US-2014-115987,United States,Tyler,Texas,75701,Central
US-2017-156083,United States,Columbia,Tennessee,38401,South
US-2016-137547,United States,Fort Worth,Texas,76106,Central
CA-2015-100454,United States,New York City,New York,10035,East
CA-2016-161669,United States,Los Angeles,California,90036,West
CA-2015-114300,United States,Louisville,Kentucky,40214,South
CA-2017-107503,United States,Lorain,Ohio,44052,East
CA-2014-107755,United States,Linden,New Jersey,7036,East
CA-2016-152534,United States,Salinas,California,93905,West
CA-2016-113747,United States,Jackson,Mississippi,39212,South
CA-2016-123274,United States,New York City,New York,10035,East
CA-2014-125612,United States,New York City,New York,10035,East
CA-2017-161984,United States,New Brunswick,New Jersey,8901,East
CA-2014-133851,United States,San Francisco,California,94122,West
CA-2016-134474,United States,Jacksonville,Florida,32216,South
CA-2014-149020,United States,Springfield,Virginia,22153,South
CA-2016-134362,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-136742,United States,Lancaster,Pennsylvania,17602,East
CA-2016-158099,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-131128,United States,Concord,New Hampshire,3301,East
CA-2014-148488,United States,New York City,New York,10009,East
CA-2017-114636,United States,Charlotte,North Carolina,28205,South
CA-2016-116736,United States,Concord,New Hampshire,3301,East
US-2014-158638,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-111689,United States,New York City,New York,10024,East
CA-2015-129098,United States,Springfield,Virginia,22153,South
US-2017-123463,United States,San Francisco,California,94109,West
CA-2016-165148,United States,Detroit,Michigan,48227,Central
CA-2014-134061,United States,Rochester,New York,14609,East
CA-2015-143602,United States,Los Angeles,California,90045,West
CA-2017-115364,United States,San Diego,California,92105,West
CA-2017-150707,United States,Columbia,Maryland,21044,East
CA-2014-104976,United States,San Francisco,California,94122,West
CA-2017-132934,United States,New Rochelle,New York,10801,East
CA-2017-133256,United States,Detroit,Michigan,48227,Central
CA-2016-105494,United States,San Francisco,California,94122,West
CA-2016-140634,United States,Houston,Texas,77095,Central
CA-2014-144407,United States,Detroit,Michigan,48227,Central
CA-2017-160983,United States,Auburn,New York,13021,East
US-2016-114622,United States,Springfield,Ohio,45503,East
CA-2017-150959,United States,Garland,Texas,75043,Central
CA-2017-132353,United States,Chicago,Illinois,60653,Central
CA-2016-130477,United States,Los Angeles,California,90032,West
CA-2017-143259,United States,New York City,New York,10009,East
CA-2017-137596,United States,Jackson,Michigan,49201,Central
CA-2015-133627,United States,Norwich,Connecticut,6360,East
CA-2017-102519,United States,Milwaukee,Wisconsin,53209,Central
US-2014-141215,United States,San Antonio,Texas,78207,Central
CA-2016-165218,United States,Dallas,Texas,75220,Central
CA-2014-138296,United States,Alexandria,Virginia,22304,South
CA-2015-111164,United States,New York City,New York,10009,East
CA-2016-149797,United States,New York City,New York,10011,East
CA-2014-132962,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-115091,United States,Springfield,Virginia,22153,South
CA-2017-144932,United States,Toledo,Ohio,43615,East
CA-2017-114216,United States,Philadelphia,Pennsylvania,19140,East
CA-2016-140081,United States,Philadelphia,Pennsylvania,19120,East
US-2017-111745,United States,Farmington,New Mexico,87401,West
CA-2015-148250,United States,Riverside,California,92503,West
CA-2016-105760,United States,San Francisco,California,94110,West
CA-2016-142958,United States,Torrance,California,90503,West
CA-2015-120880,United States,Seattle,Washington,98105,West
US-2015-140200,United States,Mesa,Arizona,85204,West
US-2017-110576,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-131156,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-136539,United States,Round Rock,Texas,78664,Central
CA-2017-119305,United States,Jackson,Mississippi,39212,South
CA-2017-102414,United States,Phoenix,Arizona,85023,West
CA-2015-112571,United States,Oceanside,California,92054,West
CA-2017-152142,United States,San Francisco,California,94110,West
CA-2015-160059,United States,Fayetteville,Arkansas,72701,South
CA-2016-120859,United States,San Francisco,California,94110,West
CA-2014-127488,United States,Boca Raton,Florida,33433,South
CA-2017-135279,United States,New York City,New York,10011,East
CA-2014-115791,United States,Philadelphia,Pennsylvania,19134,East
US-2017-103247,United States,New York City,New York,10011,East
US-2017-100209,United States,Portland,Oregon,97206,West
CA-2017-159366,United States,Detroit,Michigan,48205,Central
CA-2016-145499,United States,Wilmington,North Carolina,28403,South
CA-2015-157035,United States,Columbus,Indiana,47201,Central
CA-2016-144939,United States,New York City,New York,10035,East
CA-2014-163419,United States,Louisville,Colorado,80027,West
CA-2017-100314,United States,Pasadena,Texas,77506,Central
CA-2015-146829,United States,Houston,Texas,77041,Central
CA-2017-167899,United States,Auburn,New York,13021,East
CA-2015-153549,United States,Jacksonville,Florida,32216,South
CA-2016-110023,United States,New York City,New York,10024,East
CA-2016-105585,United States,San Jose,California,95123,West
CA-2014-117639,United States,Virginia Beach,Virginia,23464,South
CA-2015-162537,United States,Henderson,Kentucky,42420,South
CA-2016-155488,United States,Vancouver,Washington,98661,West
CA-2015-124891,United States,New York City,New York,10024,East
CA-2015-126445,United States,Murrieta,California,92563,West
CA-2015-111199,United States,Jacksonville,North Carolina,28540,South
CA-2015-105312,United States,Scottsdale,Arizona,85254,West
US-2017-106705,United States,Burlington,Iowa,52601,Central
CA-2017-135034,United States,Chicago,Illinois,60653,Central
CA-2014-158540,United States,San Diego,California,92037,West
CA-2017-118437,United States,Olympia,Washington,98502,West
US-2015-126214,United States,Seattle,Washington,98103,West
CA-2015-133025,United States,Los Angeles,California,90036,West
CA-2015-108665,United States,New York City,New York,10011,East
CA-2015-124450,United States,Washington,District of Columbia,20016,East
CA-2015-167269,United States,Philadelphia,Pennsylvania,19134,East
CA-2017-106964,United States,Los Angeles,California,90045,West
CA-2016-126529,United States,Springfield,Ohio,45503,East
CA-2014-163552,United States,Hackensack,New Jersey,7601,East
CA-2016-109820,United States,Cincinnati,Ohio,45231,East
CA-2016-113061,United States,Jefferson City,Missouri,65109,Central
CA-2015-127418,United States,Los Angeles,California,90004,West
CA-2017-121818,United States,Burlington,North Carolina,27217,South
CA-2016-127670,United States,Saint Peters,Missouri,63376,Central
CA-2016-102981,United States,New York City,New York,10035,East
CA-2017-115651,United States,Chicago,Illinois,60610,Central
CA-2017-152702,United States,Rockford,Illinois,61107,Central
CA-2016-169103,United States,Miami,Florida,33142,South
CA-2014-139192,United States,San Francisco,California,94109,West
US-2015-153500,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-110667,United States,New York City,New York,10009,East
CA-2017-167150,United States,San Diego,California,92037,West
CA-2016-105284,United States,Philadelphia,Pennsylvania,19143,East
US-2015-125374,United States,Houston,Texas,77095,Central
CA-2015-161263,United States,Toledo,Ohio,43615,East
CA-2016-157686,United States,San Francisco,California,94122,West
US-2017-139955,United States,Brownsville,Texas,78521,Central
US-2015-150161,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-144652,United States,Los Angeles,California,90008,West
CA-2016-152814,United States,Denver,Colorado,80219,West
